date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:12:36	2363/2363	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:34%20GMT	https://htmldemo.net/mira/mira/assets/img/cart/1.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/cart/1.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:38	2914/2914	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:35%20GMT	https://htmldemo.net/mira/mira/assets/img/cart/2.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/cart/2.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:38	10799/10799	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:36%20GMT	https://htmldemo.net/mira/mira/assets/img/shop/1.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/shop/1.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:42	29017/29017	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:37%20GMT	https://htmldemo.net/mira/mira/assets/img/shop/3.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/shop/3.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:43	17479/17479	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:37%20GMT	https://htmldemo.net/mira/mira/assets/img/shop/2.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/shop/2.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:44	12837/12837	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:38%20GMT	https://htmldemo.net/mira/mira/assets/img/shop/5.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/shop/5.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:44	7930/7930	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:40%20GMT	https://htmldemo.net/mira/mira/assets/img/shop/6.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/shop/6.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:45	59568/59568	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:38%20GMT	https://htmldemo.net/mira/mira/assets/img/shop/4.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/shop/4.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:45	37094/37094	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:42%20GMT	https://htmldemo.net/mira/mira/assets/img/shop/8.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/shop/8.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:47	10021/10021	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:44%20GMT	https://htmldemo.net/mira/mira/assets/img/shop/10.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/shop/10.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:47	20011/20011	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:41%20GMT	https://htmldemo.net/mira/mira/assets/img/shop/7.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/shop/7.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:48	7749/7749	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:45%20GMT	https://htmldemo.net/mira/mira/assets/img/shop/11.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/shop/11.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:48	16522/16522	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:43%20GMT	https://htmldemo.net/mira/mira/assets/img/shop/9.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/shop/9.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:50	20230/20230	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:46%20GMT	https://htmldemo.net/mira/mira/assets/img/blog/1.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/blog/1.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:50	10532/10532	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:48%20GMT	https://htmldemo.net/mira/mira/assets/img/blog/5.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/blog/5.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:52	28243/28243	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:47%20GMT	https://htmldemo.net/mira/mira/assets/img/blog/2.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/blog/2.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:53	24160/24160	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:48%20GMT	https://htmldemo.net/mira/mira/assets/img/blog/3.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/blog/3.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:12:53	97168/97168	---MCZ	200	added ('OK')	application/javascript	etag:%2263a2da89-17b90%22	https://htmldemo.net/mira/mira/assets/js/vendor/jquery-v1.12.4.min.js	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/js/vendor/jquery-v1.12.4.min.js	(from https://htmldemo.net/mira/mira/index.html)
22:12:54	20059/20059	---MCZ	200	added ('OK')	application/javascript	etag:%2263a2da29-4e5b%22	https://htmldemo.net/mira/mira/assets/js/popper.js	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/js/popper.js	(from https://htmldemo.net/mira/mira/index.html)
22:12:55	60367/60367	---MCZ	200	added ('OK')	application/javascript	etag:%2263a2da20-ebcf%22	https://htmldemo.net/mira/mira/assets/js/bootstrap.min.js	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/js/bootstrap.min.js	(from https://htmldemo.net/mira/mira/index.html)
22:12:58	11723/11723	---MCZ	200	added ('OK')	application/javascript	etag:%2263a2da24-2dcb%22	https://htmldemo.net/mira/mira/assets/js/jquery.meanmenu.js	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/js/jquery.meanmenu.js	(from https://htmldemo.net/mira/mira/index.html)
22:12:59	35456/35456	---MCZ	200	added ('OK')	application/javascript	etag:%2263a2da22-8a80%22	https://htmldemo.net/mira/mira/assets/js/isotope.pkgd.min.js	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/js/isotope.pkgd.min.js	(from https://htmldemo.net/mira/mira/index.html)
22:13:00	5600/5600	---MCZ	200	added ('OK')	application/javascript	etag:%2263a2da21-15e0%22	https://htmldemo.net/mira/mira/assets/js/imagesloaded.pkgd.min.js	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/js/imagesloaded.pkgd.min.js	(from https://htmldemo.net/mira/mira/index.html)
22:13:01	1074/1074	---MCZ	200	added ('OK')	application/javascript	etag:%2263a2da23-432%22	https://htmldemo.net/mira/mira/assets/js/jquery.counterup.min.js	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/js/jquery.counterup.min.js	(from https://htmldemo.net/mira/mira/index.html)
22:13:01	40429/40429	---MCZ	200	added ('OK')	application/javascript	etag:%2263a2da26-9ded%22	https://htmldemo.net/mira/mira/assets/js/owl.carousel.min.js	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/js/owl.carousel.min.js	(from https://htmldemo.net/mira/mira/index.html)
22:13:02	9034/9034	---MCZ	200	added ('OK')	application/javascript	etag:%2263a2da29-234a%22	https://htmldemo.net/mira/mira/assets/js/waypoints.min.js	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/js/waypoints.min.js	(from https://htmldemo.net/mira/mira/index.html)
22:13:03	1249/1249	---MCZ	200	added ('OK')	application/javascript	etag:%2263a2da20-4e1%22	https://htmldemo.net/mira/mira/assets/js/ajax-mail.js	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/js/ajax-mail.js	(from https://htmldemo.net/mira/mira/index.html)
22:13:06	5434/5434	---MCZ	200	added ('OK')	application/javascript	etag:%2263a2da25-153a%22	https://htmldemo.net/mira/mira/assets/js/main.js	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/js/main.js	(from https://htmldemo.net/mira/mira/index.html)
22:13:07	58515/58515	---MCZ	200	added ('OK')	application/javascript	etag:%2263a2da27-e493%22	https://htmldemo.net/mira/mira/assets/js/plugins.js	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/js/plugins.js	(from https://htmldemo.net/mira/mira/index.html)
22:13:07	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2021:13:04%20GMT	https://htmldemo.net/mira/mira/assets/css/owl.video.play.png	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/css/owl.video.play.png	(from https://htmldemo.net/mira/mira/assets/css/owl.carousel.min.css)
22:13:11	58680/58680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263a2da14-e538%22	https://htmldemo.net/mira/mira/assets/fonts/Pe-icon-7-stroke.eot?	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/fonts/Pe-icon-7-stroked41d.eot	(from https://htmldemo.net/mira/mira/assets/css/pe-icon-7-stroke.css)
22:13:12	58680/58680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263a2da14-e538%22	https://htmldemo.net/mira/mira/assets/fonts/Pe-icon-7-stroke.eot?d7yf1v	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/fonts/Pe-icon-7-strokebb1d.eot	(from https://htmldemo.net/mira/mira/assets/css/pe-icon-7-stroke.css)
22:13:13	58556/58556	---M--	200	added ('OK')	font/woff	etag:%2263a2da19-e4bc%22	https://htmldemo.net/mira/mira/assets/fonts/Pe-icon-7-stroke.woff?d7yf1v	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/fonts/Pe-icon-7-strokebb1d.woff	(from https://htmldemo.net/mira/mira/assets/css/pe-icon-7-stroke.css)
22:13:17	58480/58480	---M--	200	added ('OK')	application/octet-stream	etag:%2263a2da17-e470%22	https://htmldemo.net/mira/mira/assets/fonts/Pe-icon-7-stroke.ttf?d7yf1v	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/fonts/Pe-icon-7-strokebb1d.ttf	(from https://htmldemo.net/mira/mira/assets/css/pe-icon-7-stroke.css)
22:13:24	164231/164231	---MCZ	200	added ('OK')	image/svg+xml	etag:%2263a2da16-28187%22	https://htmldemo.net/mira/mira/assets/fonts/Pe-icon-7-stroke.svg?d7yf1v	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/fonts/Pe-icon-7-strokebb1d.svg	(from https://htmldemo.net/mira/mira/assets/css/pe-icon-7-stroke.css)
22:13:30	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2263a2da12-12d68%22	https://htmldemo.net/mira/mira/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://htmldemo.net/mira/mira/assets/css/font-awesome.min.css)
22:13:30	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263a2da0c-2876e%22	https://htmldemo.net/mira/mira/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/fonts/fontawesome-webfont3e6e.eot	(from https://htmldemo.net/mira/mira/assets/css/font-awesome.min.css)
22:13:30	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263a2da0c-2876e%22	https://htmldemo.net/mira/mira/assets/fonts/fontawesome-webfont.eot?	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/fonts/fontawesome-webfontd41d.eot	(from https://htmldemo.net/mira/mira/assets/css/font-awesome.min.css)
22:13:38	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2263a2da10-17ee8%22	https://htmldemo.net/mira/mira/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/fonts/fontawesome-webfont3e6e.woff	(from https://htmldemo.net/mira/mira/assets/css/font-awesome.min.css)
22:13:41	447050/447050	---MCZ	200	added ('OK')	image/svg+xml	etag:%2263a2da0d-6d24a%22	https://htmldemo.net/mira/mira/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/fonts/fontawesome-webfont3e6e.svg	(from https://htmldemo.net/mira/mira/assets/css/font-awesome.min.css)
22:13:41	30802/30802	---MCZ	200	added ('OK')	text/css	etag:%2263a2da2e-7852%22	https://htmldemo.net/mira/mira/assets/css/shortcodes/bundle.css	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/css/shortcodes/bundle.css	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/shortcode.css)
22:13:43	7944/7944	---MCZ	200	added ('OK')	text/css	etag:%2263a2da2f-1f08%22	https://htmldemo.net/mira/mira/assets/css/shortcodes/header.css	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/css/shortcodes/header.css	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/shortcode.css)
22:13:43	2542/2542	---MCZ	200	added ('OK')	text/css	etag:%2263a2da32-9ee%22	https://htmldemo.net/mira/mira/assets/css/shortcodes/slider.css	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/css/shortcodes/slider.css	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/shortcode.css)
22:13:44	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%2263a2da0f-286ac%22	https://htmldemo.net/mira/mira/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://htmldemo.net/mira/mira/assets/css/font-awesome.min.css)
22:13:45	2570/2570	---MCZ	200	added ('OK')	text/css	etag:%2263a2da2d-a0a%22	https://htmldemo.net/mira/mira/assets/css/shortcodes/footer.css	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/css/shortcodes/footer.css	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/shortcode.css)
22:13:46	11724/11724	---MCZ	200	added ('OK')	text/css	etag:%2263a2da31-2dcc%22	https://htmldemo.net/mira/mira/assets/css/shortcodes/shop.css	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/css/shortcodes/shop.css	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/shortcode.css)
22:13:46	2959/2959	---MCZ	200	added ('OK')	text/css	etag:%2263a2da2f-b8f%22	https://htmldemo.net/mira/mira/assets/css/shortcodes/modal.css	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/css/shortcodes/modal.css	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/shortcode.css)
22:13:46	285747/285747	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:12:46%20GMT	https://htmldemo.net/mira/mira/assets/img/banner/1.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/banner/1.jpg	(from https://htmldemo.net/mira/mira/index.html)
22:13:49	68744/68744	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:13:45%20GMT	https://htmldemo.net/mira/mira/assets/img/bg/4.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/bg/4.jpg	(from https://htmldemo.net/mira/mira/index-3.html)
22:13:52	17826/17826	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:13:49%20GMT	https://htmldemo.net/mira/mira/assets/img/banner/2.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/banner/2.jpg	(from https://htmldemo.net/mira/mira/index-3.html)
22:13:54	95352/95352	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:13:44%20GMT	https://htmldemo.net/mira/mira/assets/img/bg/1.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/bg/1.jpg	(from https://htmldemo.net/mira/mira/index-2.html)
22:13:57	80384/80384	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:13:46%20GMT	https://htmldemo.net/mira/mira/assets/img/bg/3.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/bg/3.jpg	(from https://htmldemo.net/mira/mira/index-3.html)
22:14:09	26137/26137	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:05%20GMT	https://htmldemo.net/mira/mira/assets/img/banner/3.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/banner/3.jpg	(from https://htmldemo.net/mira/mira/index-3.html)
22:14:12	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2021:14:10%20GMT	https://htmldemo.net/mira/mira/single-product.html	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/single-product.html	(from https://htmldemo.net/mira/mira/index-3.html)
